324:N(33),HP(104),LP(134),HM(136),HA(137),LM(144),LA(157)
325:N(65),HP(129),HM(193),HA(233),LM(257),LA(363),LP(2273)
326:N(1238),HP(5436),HM(6673),HA(6750),LM(9033),LA(9211),LP(9586)
327:N(24),HP(71),HM(94),HA(99),LM(106),LP(108),LA(119)
328:N(848),HP(3623),HA(4462),HM(4470),LP(5711),LM(6594),LA(7582)
329:N(229),HP(893),HM(1121),HA(1134),LA(1382),LM(1521),LP(1606)
330:N(180),HP(673),HM(852),HA(872),LP(969),LM(1014),LA(1133)
331:N(1699),HP(7660),HM(9358),HA(9456),LM(13784),LP(14327),LA(16194)
332:N(1965),HP(9005),HM(10969),HA(10972),LP(15804),LM(17259),LA(19741)
333:N(1459),HP(6555),HA(8028),HM(8066),LA(11498),LP(11503),LM(12100)
334:N(306),HP(1217),HM(1522),HA(1523),LA(1913),LP(2180),LM(2334)
335:N(1715),HP(7798),HM(9512),HA(9559),LM(13862),LA(14185),LP(14220)
336:N(431),HP(1743),HM(2173),HA(2174),LM(2884),LA(3139),LP(3395)
337:N(527),HP(1053),HM(1579),HA(1952),LM(2105),LA(3999),LP(140180)
338:N(231),HP(461),HM(691),HA(847),LM(921),LA(1432),LP(27256)
339:N(1538),HP(3076),HM(4613),HA(5649),LM(6146),LA(13104),LP(1186565)
340:N(104),HP(364),HM(467),HA(475),LP(601),LM(681),LA(725)
341:N(1768),HP(8036),HM(9803),HA(9836),LP(12799),LA(15529),LM(16362)
342:N(172),HP(643),HA(811),HM(814),LP(825),LA(1010),LM(1079)
343:N(249),HP(966),HM(1214),HA(1221),LA(1492),LM(1536),LP(1955)
344:N(576),HP(2416),HM(2991),HA(2993),LM(4169),LP(4494),LA(4684)
345:N(1704),HP(7690),HM(9393),HA(9435),LA(13109),LP(15420),LM(15636)
346:N(660),HP(1319),HM(1978),HA(2420),LM(2637),LA(5271),LP(219448)
347:N(1625),HP(7297),HM(8921),HA(9092),LP(12785),LM(14026),LA(14360)
348:N(770),HP(3264),HM(4033),HA(4045),LA(5293),LP(5925),LM(6128)
349:N(1500),HP(6662),HM(8161),HA(8254),LP(11371),LM(12275),LA(12392)
350:N(1028),HP(4456),HM(5483),HA(5497),LP(7523),LA(8966),LM(9294)
351:N(898),HP(3847),HM(4744),HA(4794),LM(6415),LA(6611),LP(7173)
352:N(843),HP(3602),HM(4444),HA(4487),LM(6037),LA(7113),LP(7152)
353:N(910),HP(3949),HM(4858),HA(4858),LP(6545),LM(7202),LA(8048)
354:N(1658),HP(7526),HA(9137),HM(9183),LP(12973),LM(15034),LA(15864)
355:N(1037),HP(4474),HM(5510),HA(5616),LP(8213),LA(8298),LM(10048)
356:N(1249),HP(2498),HM(3747),HA(4579),LM(5282),LA(9780),LP(783121)
357:N(933),HP(4088),HM(5020),HA(5031),LM(7583),LA(7847),LP(7986)
358:N(719),HP(3024),HM(3742),HA(3811),LM(5675),LP(5740),LA(5925)
359:N(1608),HP(3215),HM(4823),HA(5905),LM(6546),LA(14312),LP(1296850)
360:N(1866),HP(8490),HM(10355),HA(10456),LP(13815),LA(15470),LM(16952)
361:N(828),HP(3590),HA(4414),HM(4417),LP(6100),LM(6777),LA(6869)
362:N(1793),HP(3587),HM(5380),HA(6568),LM(7302),LA(14093),LP(1611905)
363:N(752),HP(3252),HA(3996),HM(4003),LP(5624),LA(5828),LM(6186)
364:N(551),HP(2266),HM(2816),HA(2850),LP(3470),LA(4234),LM(4322)
365:N(1064),HP(4658),HM(5721),HA(5730),LP(8328),LA(8679),LM(9261)
366:N(136),HP(509),HA(639),HM(644),LM(746),LA(759),LP(775)
367:N(715),HP(2994),HM(3708),HA(3717),LM(5091),LP(5289),LA(5398)
368:N(1976),HP(9018),HM(10993),HA(11059),LP(15283),LA(16781),LM(20071)
369:N(263),HP(1028),HM(1290),HA(1299),LP(1431),LM(1499),LA(2049)
370:N(632),HP(2672),HM(3303),HA(3342),LA(4382),LP(4527),LM(4666)
371:N(637),HP(2654),HM(3290),HA(3356),LP(4047),LM(4367),LA(4711)
372:N(29),HP(90),LP(98),HA(117),HM(118),LA(133),LM(151)
373:N(55),HP(199),HA(237),HM(253),LA(260),LP(267),LM(282)
374:N(411),HP(1694),HA(2066),HM(2104),LP(2417),LM(2873),LA(3194)
375:N(1792),HP(8156),HM(9947),HA(10003),LP(13800),LM(15701),LA(16280)
376:N(1162),HP(5107),HA(6205),HM(6268),LA(8436),LP(9572),LM(11077)
377:N(1248),HP(5550),HM(6797),HA(6842),LP(8718),LA(9739),LM(10222)
378:N(1964),HP(8957),HM(10920),HA(11028),LP(14399),LA(17510),LM(17513)
379:N(716),HP(2963),HM(3678),HA(3758),LP(4705),LM(5119),LA(5715)
380:N(1304),HP(5792),HM(7095),HA(7223),LA(10809),LM(10832),LP(11294)
381:N(1937),HP(3873),HM(5810),HA(7133),LM(8643),LA(16519),LP(1880825)
382:N(522),HP(2144),HM(2665),HA(2702),LP(3126),LA(4073),LM(4286)
383:N(441),HP(1823),HA(2229),HM(2263),LP(2900),LM(3419),LA(3473)
384:N(1831),HP(8397),HM(10227),HA(10271),LP(15066),LM(15401),LA(16848)
385:N(1142),HP(4976),HM(6117),HA(6211),LP(7690),LM(8720),LA(9779)
386:N(339),HP(1351),HM(1689),HA(1691),LP(1903),LA(2330),LM(2341)
387:N(109),HP(217),HM(325),HA(396),LM(433),LA(599),LP(6211)
388:N(1019),HP(4486),HA(5495),HM(5504),LA(8512),LM(8781),LP(9576)
389:N(132),HP(494),HA(622),HM(625),LP(706),LM(735),LA(769)
390:N(69),HP(241),HA(299),HM(309),LP(320),LA(400),LM(452)
391:N(1172),HP(5190),HA(6346),HM(6361),LA(9303),LM(9423),LP(9999)
392:N(309),HP(1203),HM(1511),HA(1550),LP(1935),LA(2183),LM(2185)
393:N(417),HP(1714),HA(2124),HM(2130),LP(2585),LA(2892),LM(3194)
394:N(332),HP(1300),HM(1631),HA(1676),LP(1970),LM(2201),LA(2318)
395:N(207),HP(800),HA(997),HM(1006),LP(1070),LA(1292),LM(1388)
396:N(155),HP(569),HM(723),HA(724),LP(888),LA(934),LM(974)
397:N(405),HP(1616),HM(2020),HA(2041),LP(2574),LM(2741),LA(2904)
398:N(213),HP(820),HM(1032),HA(1046),LM(1325),LA(1421),LP(1580)
399:N(1868),HP(8425),HM(10292),HA(10319),LM(14458),LP(14742),LA(17080)
400:N(1265),HP(5598),HM(6862),HA(6916),LP(9746),LA(10147),LM(10802)
401:N(504),HP(2075),HA(2573),HM(2578),LP(3570),LM(3602),LA(4126)
402:N(159),HP(598),HM(756),HA(761),LP(808),LA(943),LM(1038)
403:N(683),HP(2881),HA(3541),HM(3563),LP(4875),LA(5508),LM(5841)
404:N(1602),HP(7210),HM(8811),HA(8829),LM(12328),LP(13863),LA(14889)
405:N(1836),HP(8369),HM(10204),HA(10290),LP(15172),LA(15201),LM(15923)
406:N(1030),HP(4460),HM(5489),HA(5553),LP(8241),LM(8474),LA(8813)
407:N(587),HP(2493),HM(3079),HA(3086),LP(4113),LM(4376),LA(4609)
408:N(1751),HP(7863),HM(9613),HA(9787),LP(14622),LA(16175),LM(16307)
409:N(408),HP(1651),HM(2058),HA(2115),LP(2877),LA(2923),LM(3003)
410:N(1165),HP(5183),HA(6302),HM(6347),LM(8843),LP(9629),LA(10352)
411:N(1575),HP(7095),HA(8661),HM(8669),LA(12900),LP(13536),LM(13740)
412:N(1821),HP(8181),HM(10001),HA(10146),LP(15437),LA(15669),LM(17124)
413:N(304),HP(607),HM(910),HA(1114),LM(1213),LA(2071),LP(46966)
414:N(1569),HP(7007),HM(8575),HA(8595),LP(12385),LA(13243),LM(13823)
415:N(22),LP(64),HP(67),HA(87),LM(88),HM(88),LA(89)
416:N(1299),HP(5699),HM(6997),HA(7049),LP(9396),LA(10456),LM(11055)
417:N(302),HP(1194),HM(1495),HA(1499),LP(1834),LM(2114),LA(2323)
418:N(1795),HP(8083),HM(9877),HA(9909),LP(13229),LA(14428),LM(16785)
419:N(1010),HP(2019),HM(3028),HA(3705),LM(4037),LA(7966),LP(512573)
420:N(1547),HP(6937),HM(8483),HA(8571),LP(11903),LA(12008),LM(12557)
421:N(1768),HP(8067),HA(9795),HM(9834),LP(13203),LM(14131),LA(15916)
422:N(929),HP(4033),HM(4961),HA(4995),LP(6993),LA(7248),LM(7285)
423:N(602),HP(1203),HM(1804),HA(2204),LM(2405),LA(4347),LP(182705)
424:N(636),HP(2698),HA(3296),HM(3333),LP(4286),LA(4848),LM(5156)
425:N(1123),HP(2245),HM(3367),HA(4129),LM(4489),LA(9556),LP(633370)
426:N(1612),HP(7251),HM(8862),HA(8974),LA(12517),LP(13136),LM(14016)
427:N(1212),HP(5302),HM(6513),HA(6568),LP(8458),LM(9207),LA(10440)
428:N(414),HP(1667),HM(2080),HA(2096),LP(2469),LM(2618),LA(3132)
429:N(163),HP(615),HM(777),HA(779),LP(996),LA(1050),LM(1063)
430:N(108),HP(215),HM(322),HA(394),LM(429),LA(504),LP(6100)
431:N(380),HP(1526),HM(1905),HA(1927),LP(2416),LM(2672),LA(2918)
432:N(937),HP(4036),HM(4972),HA(5011),LM(7838),LP(8073),LA(9182)
433:N(357),HP(1428),HM(1784),HA(1790),LP(2318),LM(2601),LA(2882)
434:N(910),HP(3910),HM(4819),HA(4874),LP(5949),LA(6921),LM(7333)
435:N(213),HP(425),HM(637),HA(777),LM(849),LA(1422),LP(23215)
436:N(1070),HP(4666),HM(5735),HA(5801),LM(8003),LP(9020),LA(9169)
437:N(885),HP(3700),HM(4584),HA(4708),LP(5983),LM(6509),LA(7222)
438:N(898),HP(3859),HM(4756),HA(4802),LA(6521),LP(6693),LM(7412)
439:N(707),HP(3012),HA(3679),HM(3718),LP(4995),LM(5648),LA(6244)
440:N(195),HP(389),HM(583),HA(718),LM(777),LA(1256),LP(19498)
441:N(215),HP(815),HM(1029),HA(1053),LP(1253),LM(1320),LA(1329)
442:N(1951),HP(8900),HA(10826),HM(10850),LP(14832),LM(14884),LA(18604)
443:N(1831),HP(8346),HA(10082),HM(10176),LP(15810),LM(16701),LA(17620)
444:N(1774),HP(8039),HA(9802),HM(9812),LP(14384),LA(14802),LM(15764)
445:N(501),HP(2092),HA(2587),HM(2592),LP(3229),LM(3464),LA(4055)
446:N(578),HP(2428),HA(2988),HM(3005),LP(3414),LM(4430),LA(4609)
447:N(757),HP(3243),HA(3964),HM(3999),LP(5869),LA(6557),LM(6678)
448:N(503),HP(2088),HA(2542),HM(2590),LP(2992),LM(3839),LA(4123)
449:N(1064),HP(4581),HM(5644),HA(5760),LA(8686),LP(9320),LM(10567)
450:N(1501),HP(6732),HA(8167),HM(8232),LP(11245),LM(12875),LA(13723)
451:N(608),HP(2593),HA(3144),HM(3200),LP(3863),LA(4451),LM(4588)
452:N(440),HP(1768),HM(2207),HA(2233),LM(2829),LP(2969),LA(3339)
453:N(1313),HP(5812),HM(7124),HA(7201),LA(10688),LP(11092),LM(12805)
454:N(1331),HP(5908),HA(7193),HM(7238),LP(10242),LM(10821),LA(11654)
455:N(108),HP(389),HM(496),HA(500),LP(589),LA(652),LM(739)
456:N(1763),HP(3525),HM(5288),HA(6459),LM(7508),LA(14620),LP(1558490)
457:N(1016),HP(4411),HM(5426),HA(5461),LP(6805),LA(8631),LM(9190)
458:N(937),HP(4050),HM(4986),HA(4986),LP(6932),LA(6996),LM(7673)
459:N(248),HP(974),HA(1214),HM(1221),LM(1495),LA(1666),LP(2008)
460:N(1737),HP(7789),HM(9525),HA(9637),LA(14959),LP(15426),LM(16123)
461:N(571),HP(2348),HM(2918),HA(2934),LA(4157),LM(4204),LP(5156)
462:N(131),HP(261),HM(391),HA(476),LM(521),LA(909),LP(8906)
463:N(1829),HP(8418),HA(10207),HM(10246),LP(13702),LA(15496),LM(15897)
464:N(505),HP(2079),HM(2583),HA(2616),LA(3462),LP(3548),LM(4248)
465:N(392),HP(1627),HA(1982),HM(2018),LP(2409),LM(2589),LA(2765)
466:N(626),HP(2645),HM(3270),HA(3282),LP(4352),LA(4507),LM(4969)
467:N(1862),HP(8399),HM(10260),HA(10366),LP(14162),LM(15676),LA(16537)
468:N(283),HP(1121),HM(1403),HA(1406),LP(1834),LA(1975),LM(2190)
469:N(62),HP(123),HM(184),HA(222),LM(245),LA(291),LP(2075)
470:N(725),HP(3050),HM(3774),HA(3862),LP(5166),LM(5261),LA(5723)
471:N(757),HP(3240),HA(3946),HM(3996),LP(5815),LM(6034),LA(7068)
472:N(1590),HP(7104),HM(8693),HA(8758),LP(11708),LA(13243),LM(13978)
473:N(185),HP(687),HM(871),HA(879),LA(1085),LP(1257),LM(1357)
474:N(1834),HP(8443),HM(10276),HA(10286),LP(13693),LM(16815),LA(16938)
475:N(1243),HP(5533),HM(6775),HA(6785),LP(9663),LA(10044),LM(10131)
476:N(159),HP(591),HM(749),HA(749),LP(994),LM(1019),LA(1039)
477:N(893),HP(3861),HA(4728),HM(4753),LP(6581),LA(6801),LM(6804)
478:N(959),HP(4189),HA(5132),HM(5147),LP(6495),LA(7539),LM(8343)
479:N(1585),HP(7030),HM(8614),HA(8820),LP(12574),LA(14103),LM(14219)
480:N(1826),HP(8289),HM(10114),HA(10222),LM(13979),LP(15303),LA(15823)
481:N(613),HP(2575),HM(3187),HA(3188),LP(3881),LM(4571),LA(4831)
482:N(1249),HP(5517),HM(6765),HA(6816),LP(9617),LA(9875),LM(10048)
483:N(524),HP(2180),HA(2659),HM(2703),LM(3505),LP(3753),LA(3865)
484:N(43),HP(138),HM(180),HA(185),LP(206),LM(213),LA(304)
485:N(1872),HP(8397),HM(10268),HA(10412),LP(13921),LM(15253),LA(16048)
486:N(135),HP(506),HM(640),HA(646),LP(693),LA(745),LM(801)
487:N(1007),HP(4314),HM(5320),HA(5411),LP(6652),LM(7435),LA(7578)
488:N(1874),HP(8531),HA(10379),HM(10404),LP(15205),LM(16192),LA(17909)
489:N(1805),HP(8244),HM(10048),HA(10104),LA(13888),LP(13947),LM(15612)
490:N(351),HP(1411),HA(1756),HM(1761),LA(2381),LM(2603),LP(2660)
491:N(1319),HP(5937),HA(7234),HM(7255),LP(9074),LM(10727),LA(11242)
492:N(16),HP(49),HM(64),HA(64),LA(66),LP(69),LM(95)
493:N(583),HP(2444),HM(3026),HA(3049),LP(3898),LM(4795),LA(4968)
494:N(1696),HP(7695),HA(9383),HM(9390),LP(14183),LM(14255),LA(15695)
495:N(819),HP(3555),HA(4320),HM(4373),LP(5702),LM(6362),LA(7028)
496:N(861),HP(3713),HM(4573),HA(4621),LA(6452),LP(6680),LM(6926)
497:N(1122),HP(4947),HM(6068),HA(6106),LP(7562),LA(8804),LM(9387)
498:N(725),HP(3070),HM(3794),HA(3827),LP(5191),LA(5573),LM(5707)
499:N(1114),HP(4872),HM(5985),HA(6060),LP(7605),LM(8940),LA(9874)
500:N(1936),HP(3872),HM(5807),HA(7086),LM(7738),LA(17284),LP(1878886)
501:N(1658),HP(7504),HA(9150),HM(9161),LP(12900),LA(13521),LM(14071)
502:N(126),HP(458),HM(583),HA(591),LP(701),LA(744),LM(893)
503:N(1191),HP(5259),HM(6449),HA(6488),LP(9108),LM(9139),LA(10376)
504:N(935),HP(4056),HM(4990),HA(5033),LP(7091),LA(7794),LM(7932)
505:N(201),HP(751),HM(951),HA(952),LP(1187),LM(1394),LA(1436)
506:N(1967),HP(9044),HA(10959),HM(11010),LP(16528),LM(17106),LA(17735)
507:N(1501),HP(6719),HA(8217),HM(8219),LP(11459),LA(13651),LM(13731)
508:N(1276),HP(5668),HA(6924),HM(6943),LM(10343),LP(10378),LA(10824)
509:N(1161),HP(5076),HM(6236),HA(6294),LP(8154),LM(9949),LA(10838)
510:N(1111),HP(4889),HA(5994),HM(5999),LP(7575),LM(8243),LA(9203)
511:N(588),HP(2460),HA(3040),HM(3047),LP(4204),LM(4311),LA(4928)
512:N(940),HP(4003),HM(4942),HA(5031),LP(6432),LM(6737),LA(7502)
513:N(1570),HP(3139),HM(4708),HA(5759),LM(6277),LA(13662),LP(1236373)
514:N(213),HP(796),HM(1008),HA(1047),LP(1211),LM(1298),LA(1366)
515:N(81),HP(287),HA(365),HM(367),LP(424),LM(462),LA(463)
516:N(1837),HP(8448),HA(10261),HM(10284),LP(15366),LM(16026),LA(16996)
517:N(1576),HP(7068),HM(8643),HA(8737),LP(12798),LA(13162),LM(13888)
518:N(1529),HP(6810),HM(8338),HA(8463),LP(10439),LM(13036),LA(13226)
519:N(1493),HP(6646),HM(8138),HA(8196),LP(10711),LM(12301),LA(12922)
520:N(1683),HP(7649),HM(9331),HA(9344),LP(13411),LA(15357),LM(15432)
521:N(1381),HP(6120),HM(7500),HA(7602),LP(9562),LM(11725),LA(11793)
522:N(262),HP(1020),HA(1276),HM(1281),LP(1609),LM(1731),LA(1786)
523:N(951),HP(1901),HM(2851),HA(3490),LM(3801),LA(7349),LP(454576)
524:N(142),HP(535),HM(676),HA(679),LP(766),LM(809),LA(891)
525:N(1604),HP(7194),HM(8797),HA(8842),LP(11509),LA(12824),LM(12970)
526:N(1606),HP(7292),HA(8890),HM(8897),LP(12622),LA(13775),LM(14566)
527:N(1529),HP(6891),HA(8404),HM(8419),LP(12254),LM(12693),LA(13652)
528:N(1443),HP(2885),HM(4327),HA(5299),LM(5769),LA(12265),LP(1044730)
529:N(251),HP(992),HA(1216),HM(1242),LP(1306),LM(1561),LA(1736)
530:N(1792),HP(8136),HM(9893),HA(9940),LA(13517),LM(14396),LP(17196)
531:N(1822),HP(8196),HM(10017),HA(10130),LP(15254),LM(16042),LA(16751)
532:N(193),HP(385),HM(577),HA(710),LM(769),LA(1197),LP(19105)
533:N(1159),HP(5066),HM(6224),HA(6324),LA(9444),LP(9479),LM(9487)
534:N(112),HP(395),HA(505),HM(506),LM(587),LP(611),LA(652)
535:N(1366),HP(6043),HM(7408),HA(7446),LA(10372),LM(11125),LP(11422)
536:N(303),HP(1204),HA(1498),HM(1506),LP(1612),LM(2074),LA(2082)
537:N(1856),HP(8336),HM(10191),HA(10359),LP(14481),LA(15641),LM(17760)
538:N(212),HP(818),HA(1014),HM(1029),LP(1154),LA(1279),LM(1469)
539:N(569),HP(2381),HM(2949),HA(2962),LM(3887),LA(4653),LP(4755)
540:N(1702),HP(7684),HA(9362),HM(9385),LA(14036),LP(14317),LM(16888)
541:N(298),HP(1180),HM(1477),HA(1499),LP(1946),LA(2025),LM(2182)
542:N(1954),HP(8915),HA(10865),HM(10868),LA(16373),LP(16667),LM(17689)
543:N(957),HP(1913),HM(2869),HA(3506),LM(3825),LA(8572),LP(460315)
544:N(1095),HP(4830),HM(5924),HA(5944),LA(8131),LP(8451),LM(9148)
545:N(470),HP(1937),HA(2405),HM(2406),LP(2937),LA(3331),LM(3697)
546:N(13),HP(40),LM(43),HA(47),HM(52),LA(54),LP(62)
547:N(740),HP(3147),HM(3886),HA(3887),LP(5236),LA(5438),LM(5529)
548:N(1727),HP(7926),HA(9540),HM(9652),LM(14160),LP(15321),LA(15348)
549:N(1660),HP(7586),HA(9190),HM(9245),LA(14257),LM(14762),LP(15474)
550:N(1159),HP(5101),HM(6259),HA(6273),LP(8071),LA(8727),LM(9444)
551:N(1721),HP(7772),HM(9492),HA(9574),LM(13865),LA(14021),LP(14931)
552:N(288),HP(1113),HM(1400),HA(1445),LM(1817),LA(1898),LP(1945)
553:N(516),HP(2155),HM(2670),HA(2671),LA(3587),LP(3887),LM(4068)
554:N(179),HP(689),HA(854),HM(867),LP(931),LM(1115),LA(1155)
555:N(271),HP(1064),HM(1334),HA(1347),LM(1662),LP(1745),LA(1941)
556:N(867),HP(3746),HM(4612),HA(4653),LM(6159),LA(6696),LP(7165)
557:N(1312),HP(5809),HM(7120),HA(7152),LP(10336),LA(10635),LM(11541)
558:N(603),HP(2515),HA(3115),HM(3117),LP(3667),LM(4410),LA(4474)
559:N(880),HP(3825),HM(4704),HA(4711),LP(5937),LM(6932),LA(7016)
560:N(1266),HP(5601),HM(6866),HA(6881),LP(9350),LA(9946),LM(11130)
561:N(1688),HP(7606),HM(9293),HA(9396),LM(13567),LA(14774),LP(15303)
562:N(1314),HP(5844),HA(7107),HM(7157),LP(9960),LM(11871),LA(12589)
563:N(975),HP(4232),HA(5188),HM(5206),LP(7031),LM(7856),LA(8153)
564:N(1250),HP(2500),HM(3749),HA(4573),LM(4994),LA(9983),LP(784373)
565:N(1369),HP(6087),HM(7455),HA(7522),LP(10269),LA(10481),LM(10845)
566:N(1440),HP(6489),HA(7861),HM(7928),LM(10446),LP(11288),LA(13422)
567:N(1056),HP(4596),HM(5651),HA(5758),LP(7627),LM(7983),LA(9151)
568:N(1712),HP(7718),HM(9429),HA(9438),LP(14426),LM(14705),LA(15917)
569:N(1246),HP(5519),HM(6764),HA(6817),LP(9039),LA(10090),LM(10321)
570:N(1014),HP(4390),HM(5403),HA(5444),LP(7838),LA(8540),LM(9243)
571:N(914),HP(3902),HM(4815),HA(4896),LP(5920),LM(7485),LA(8182)
572:N(1964),HP(8938),HM(10901),HA(11051),LP(15110),LA(16078),LM(16733)
573:N(36),HP(115),HM(150),HA(157),LP(167),LM(179),LA(202)
574:N(1046),HP(4536),HM(5581),HA(5629),LA(7609),LP(7896),LM(7980)
575:N(345),HP(1353),HM(1697),HA(1713),LP(2312),LM(2431),LA(2661)
576:N(1984),HP(3971),HM(5956),HA(7287),LM(9079),LA(19948),LP(1973086)
577:N(1558),HP(7002),HM(8559),HA(8719),LP(12067),LA(13640),LM(14589)
578:N(1054),HP(4595),HM(5648),HA(5703),LA(7824),LP(7913),LM(8570)
579:N(1860),HP(8341),HM(10200),HA(10304),LA(16136),LP(16215),LM(17581)
580:N(1943),HP(8903),HM(10845),HA(10902),LP(16379),LM(16399),LA(17891)
581:N(355),HP(1402),HM(1756),HA(1796),LP(2292),LA(2746),LM(2793)
582:N(918),HP(3903),HM(4820),HA(4920),LM(6616),LP(7158),LA(7221)
583:N(1594),HP(7182),HM(8775),HA(8831),LP(12132),LA(13085),LM(14693)
584:N(1838),HP(8335),HM(10172),HA(10241),LP(14439),LA(15224),LM(16044)
585:N(1292),HP(5679),HM(6970),HA(7153),LP(9069),LA(10666),LM(10780)
586:N(284),HP(1111),HM(1394),HA(1419),LP(1729),LM(2086),LA(2246)
587:N(1003),HP(4378),HM(5380),HA(5423),LP(7538),LM(7779),LA(7862)
588:N(110),HP(397),HM(506),LP(508),HA(510),LM(622),LA(634)
589:N(1426),HP(6360),HM(7785),HA(7803),LP(10997),LA(11727),LM(12315)
590:N(807),HP(3448),HM(4254),HA(4291),LA(6065),LM(6488),LP(6616)
591:N(1812),HP(8234),HM(10045),HA(10091),LP(14817),LA(15058),LM(18061)
592:N(482),HP(1983),HM(2464),HA(2492),LP(3361),LM(3493),LA(3835)
593:N(125),HP(460),HM(584),HA(585),LP(683),LM(766),LA(797)
594:N(970),HP(4174),HM(5143),HA(5260),LM(7393),LA(7533),LP(8054)
595:N(626),HP(2615),HM(3240),HA(3266),LP(4669),LA(5231),LM(5237)
596:N(488),HP(975),HM(1462),HA(1785),LM(1949),LA(3462),LP(120290)
597:N(1663),HP(7476),HM(9138),HA(9184),LP(13192),LM(13681),LA(15839)
598:N(766),HP(3236),HM(4001),HA(4059),LP(5845),LM(6418),LA(6548)
599:N(1742),HP(3484),HM(5225),HA(6399),LM(6962),LA(16015),LP(1521635)
600:N(491),HP(2040),HA(2521),HM(2530),LP(3200),LA(3355),LM(3570)
601:N(220),HP(848),HM(1067),HA(1093),LP(1158),LA(1466),LM(1467)
602:N(1383),HP(6220),HM(7602),HA(7629),LA(11542),LM(11745),LP(11834)
603:N(348),HP(1363),HM(1710),HA(1720),LP(2085),LM(2217),LA(2590)
604:N(1485),HP(6641),HM(8125),HA(8197),LA(11731),LM(12186),LP(13559)
605:N(466),HP(1916),HM(2381),HA(2388),LP(3319),LM(3551),LA(3725)
606:N(902),HP(3890),HM(4791),HA(4801),LP(6726),LM(7243),LA(8395)
607:N(592),HP(2466),HM(3057),HA(3064),LP(3845),LM(4135),LA(4725)
608:N(1035),HP(2069),HM(3104),HA(3823),LM(4313),LA(8092),LP(538198)
609:N(281),HP(1078),HM(1358),HA(1377),LA(1715),LM(2054),LP(2184)
610:N(612),HP(2562),HA(3170),HM(3173),LP(4477),LM(4618),LA(4763)
611:N(517),HP(2129),HM(2645),HA(2663),LP(3298),LA(3670),LM(4114)
612:N(1659),HP(7405),HM(9063),HA(9183),LP(13109),LA(14356),LM(15098)
613:N(30),HP(98),LP(120),HA(123),HM(127),LM(141),LA(152)
614:N(678),HP(2830),HM(3507),HA(3546),LA(4816),LP(4962),LM(5542)
615:N(1408),HP(6221),HM(7628),HA(7788),LP(11113),LA(11590),LM(12078)
616:N(1644),HP(7374),HM(9017),HA(9149),LP(14157),LA(14921),LM(15018)
617:N(1657),HP(7465),HM(9121),HA(9203),LP(13022),LM(13744),LA(13879)
618:N(627),HP(2594),HM(3220),HA(3275),LP(4375),LA(4535),LM(4777)
619:N(1239),HP(5438),HM(6676),HA(6723),LP(9573),LA(10014),LM(10289)
620:N(1167),HP(5162),HM(6328),HA(6334),LP(9112),LM(9232),LA(9332)
621:N(770),HP(3320),HM(4089),HA(4097),LA(5658),LM(6131),LP(6607)
622:N(53),HP(174),LP(206),HM(226),HA(227),LA(260),LM(272)
623:N(1292),HP(5755),HM(7046),HA(7053),LP(9090),LA(11289),LM(11417)
624:N(1373),HP(6103),HM(7475),HA(7499),LP(10185),LA(12075),LM(12973)
625:N(1975),HP(8954),HM(10928),HA(11007),LA(17690),LP(18106),LM(20807)
626:N(641),HP(2700),HM(3341),HA(3365),LP(4275),LM(4447),LA(4741)
627:N(1346),HP(2691),HM(4036),HA(4958),LM(5381),LA(11250),LP(909221)
628:N(1043),HP(4593),HM(5635),HA(5640),LP(7629),LA(8182),LM(8900)
629:N(392),HP(1562),HM(1953),HA(2013),LP(2141),LA(2753),LM(2831)
630:N(1405),HP(6235),HM(7639),HA(7704),LP(11833),LA(11992),LM(12860)
631:N(135),HP(493),HA(620),HM(627),LA(799),LP(827),LM(907)
632:N(1551),HP(6927),HM(8477),HA(8614),LA(12649),LM(13752),LP(15271)
633:N(1134),HP(4973),HA(6104),HM(6106),LP(8385),LA(9722),LM(10047)
634:N(1984),HP(9057),HM(11040),HA(11106),LA(16442),LM(16816),LP(17791)
635:N(143),HP(532),HA(660),HM(674),LP(704),LM(821),LA(910)
636:N(641),HP(2706),HM(3346),HA(3358),LP(4316),LM(4822),LA(5475)
637:N(1464),HP(6546),HM(8009),HA(8133),LP(12156),LA(12186),LM(12492)
638:N(1976),HP(9093),HM(11068),HA(11090),LP(15365),LM(16270),LA(18088)
639:N(991),HP(4300),HM(5290),HA(5349),LA(7282),LM(7684),LP(8044)
640:N(65),HP(129),HM(193),HA(237),LM(257),LA(339),LP(2273)
641:N(865),HP(3705),HM(4569),HA(4651),LA(6205),LP(6249),LM(6880)
642:N(1829),HP(8310),HM(10138),HA(10147),LA(15050),LP(15345),LM(15806)
643:N(874),HP(3787),HM(4660),HA(4674),LA(5949),LP(6720),LM(7251)
644:N(948),HP(4055),HM(5002),HA(5061),LP(7046),LA(7213),LM(8527)
645:N(1702),HP(7622),HM(9323),HA(9419),LA(12978),LP(13795),LM(14458)
646:N(769),HP(3325),HM(4093),HA(4111),LP(5773),LM(5807),LA(6013)
647:N(1510),HP(6804),HA(8292),HM(8313),LP(10803),LM(11542),LA(12566)
648:N(1649),HP(7463),HA(9082),HM(9111),LP(11016),LM(13613),LA(14387)
649:N(1220),HP(5381),HM(6600),HA(6677),LP(9024),LA(9478),LM(10866)
650:N(742),HP(3088),HM(3829),HA(3896),LP(4856),LM(5389),LA(6259)
